0,1012.4
0.01,1012.4
0.02,1012.4
0.03,1012.4
0.04,1012.4
0.05,1012.4
0.06,1012.4
0.07,1012.4
0.08,1012.4
0.09,1012.4
0.1,1012.4
0.11,1012.4
0.12,1012.4
0.13,1012.4
0.14,1012.4
0.15,1012.4
0.16,1012.4
0.17,1012.4
0.18,1012.4
0.19,1012.4
0.2,1012.4
0.21,1012.4
0.22,1012.4
0.23,1012.4
0.24,1012.4
0.25,1012.4
0.26,1012.4
0.27,1012.4
0.28,1012.4
0.29,1012.4
0.3,1012.4
0.31,1012.4
0.32,1012.4
0.33,1012.4
0.34,1012.4
0.35,1012.4
0.36,1012.4
0.37,1012.4
0.38,1012.4
0.39,1012.4
0.39923,1012.3
0.40779,1012.3
0.41581,1012.3
0.42784,1012.3
0.44589,1012.3
0.47295,1012.2
0.51355,1012.2
0.54878,1012.1
0.58011,1012
0.60912,1011.9
0.63697,1011.9
0.66497,1011.8
0.6938,1011.7
0.72453,1011.5
0.75871,1011.4
0.80046,1011.2
0.85046,1011
0.90046,1010.7
0.9438,1010.5
0.96797,1010.4
0.987,1010.2
1.0034,1010.1
1.0183,1010.1
1.0322,1010
1.0455,1009.9
1.0585,1009.8
1.0712,1009.7
1.0839,1009.6
1.0968,1009.6
1.1099,1009.5
1.1237,1009.4
1.1385,1009.3
1.155,1009.2
1.1742,1009
1.1985,1008.8
1.235,1008.6
1.285,1008.2
1.3072,1008
1.3243,1007.9
1.3394,1007.8
1.3535,1007.6
1.3671,1007.5
1.3806,1007.4
1.3944,1007.3
1.4089,1007.2
1.4242,1007.1
1.4411,1006.9
1.4607,1006.7
1.4869,1006.5
1.5263,1006.2
1.5763,1005.7
1.5966,1005.5
1.6141,1005.4
1.6308,1005.2
1.6473,1005.1
1.6646,1004.9
1.6831,1004.7
1.704,1004.5
1.731,1004.3
1.7715,1003.9
1.8215,1003.4
1.844,1003.2
1.8638,1003
1.8834,1002.8
1.9044,1002.6
1.9294,1002.3
1.9645,1002
2.0145,1001.5
2.063,1001
2.0883,1000.7
2.1136,1000.4
2.1415,1000.2
2.1776,999.79
2.2276,999.27
2.2776,998.75
2.3111,998.4
2.3453,998.04
2.3925,997.55
2.4425,997.02
2.4925,996.5
2.5353,996.05
2.5765,995.62
2.6265,995.1
2.6765,994.59
2.7265,994.07
2.7666,993.65
2.8145,993.16
2.8645,992.64
2.9145,992.13
2.9566,991.7
3.0043,991.21
3.0543,990.7
3.1043,990.2
3.1543,989.69
3.2012,989.22
3.2512,988.71
3.3012,988.21
3.3512,987.71
3.4012,987.22
3.4512,986.73
3.5012,986.24
3.5512,985.76
3.6012,985.28
3.6512,984.81
3.7012,984.34
3.7512,983.87
3.8012,983.41
3.8512,982.95
3.9012,982.49
3.9512,982.04
4.0012,981.59
4.0512,981.15
4.1012,980.71
4.1512,980.27
4.2012,979.84
4.2512,979.41
4.3012,978.99
4.3512,978.57
4.4012,978.15
4.4512,977.73
4.5012,977.32
4.5512,976.92
4.6012,976.51
4.6512,976.11
4.7012,975.72
4.7512,975.33
4.8012,974.94
4.8512,974.55
4.9012,974.17
4.9512,973.79
5.0012,973.42
5.0512,973.05
5.1012,972.68
5.1512,972.32
5.2012,971.96
5.2512,971.6
5.3012,971.25
5.3512,970.9
5.4012,970.55
5.4512,970.21
5.5012,969.87
5.5512,969.53
5.6012,969.2
5.6512,968.87
5.7012,968.54
5.7512,968.22
5.8012,967.9
5.8512,967.59
5.9012,967.27
5.9512,966.96
6.0012,966.66
6.0512,966.36
6.1012,966.06
6.1512,965.76
6.2012,965.47
6.2512,965.18
6.3012,964.89
6.3512,964.61
6.4012,964.33
6.4512,964.06
6.5012,963.78
6.5512,963.51
6.6012,963.25
6.6512,962.99
6.7012,962.73
6.7512,962.47
6.8012,962.22
6.8512,961.97
6.9012,961.72
6.9512,961.48
7.0012,961.24
7.0512,961
7.1012,960.76
7.1512,960.53
7.2012,960.31
7.2512,960.08
7.3012,959.86
7.3512,959.64
7.4012,959.43
7.4512,959.22
7.5012,959.01
7.5512,958.8
7.6012,958.6
7.6512,958.4
7.7012,958.2
7.7512,958.01
7.8012,957.82
7.8512,957.63
7.9012,957.45
7.9512,957.27
8.0012,957.09
8.0512,956.92
8.1012,956.75
8.1512,956.58
8.2012,956.41
8.2512,956.25
8.3012,956.09
8.3512,955.93
8.4012,955.78
8.4512,955.63
8.5012,955.48
8.5512,955.34
8.6012,955.2
8.6512,955.06
8.7012,954.93
8.7512,954.79
8.8012,954.67
8.8512,954.54
8.9012,954.43
8.9512,954.31
9.0012,954.2
9.0512,954.09
9.1012,953.99
9.1512,953.88
9.2012,953.78
9.2512,953.69
9.3012,953.59
9.3512,953.5
9.4012,953.41
9.4512,953.33
9.5012,953.24
9.5512,953.16
9.6012,953.08
9.6512,953.01
9.7012,952.94
9.7512,952.87
9.8012,952.8
9.8512,952.74
9.9012,952.68
9.9512,952.62
10.001,952.56
10.051,952.51
10.101,952.46
10.151,952.42
10.201,952.37
10.251,952.33
10.301,952.29
10.351,952.26
10.401,952.22
10.451,952.19
10.501,952.17
10.551,952.14
10.601,952.12
10.651,952.1
10.701,952.08
10.751,952.07
10.801,952.06
10.851,952.05
10.901,952.05
10.951,952.04
11.001,952.04
11.051,952.05
11.101,952.05
11.151,952.06
11.201,952.07
11.251,952.08
11.301,952.1
11.351,952.12
11.401,952.14
11.451,952.17
11.501,952.19
11.551,952.22
11.601,952.26
11.651,952.29
11.701,952.33
11.751,952.37
11.801,952.41
11.851,952.46
11.901,952.51
11.951,952.56
12.001,952.61
12.051,952.67
12.101,952.73
12.151,952.79
12.201,952.86
12.251,952.93
12.301,953
12.351,953.07
12.401,953.15
12.451,953.22
12.501,953.3
12.551,953.39
12.601,953.47
12.651,953.56
12.701,953.66
12.751,953.75
12.801,953.85
12.851,953.95
12.901,954.05
12.951,954.15
13.001,954.26
13.051,954.37
13.101,954.48
13.151,954.6
13.201,954.72
13.251,954.85
13.301,954.98
13.351,955.11
13.401,955.25
13.451,955.38
13.501,955.52
13.551,955.67
13.601,955.81
13.651,955.96
13.701,956.11
13.751,956.27
13.801,956.42
13.851,956.58
13.901,956.74
13.951,956.91
14.001,957.08
14.051,957.25
14.101,957.42
14.151,957.6
14.201,957.77
14.251,957.95
14.301,958.14
14.351,958.32
14.401,958.51
14.451,958.7
14.501,958.9
14.551,959.09
14.601,959.29
14.651,959.5
14.701,959.7
14.751,959.91
14.801,960.12
14.851,960.33
14.901,960.55
14.951,960.77
15.001,960.99
15.051,961.21
15.101,961.44
15.151,961.66
15.201,961.89
15.251,962.13
15.301,962.36
15.351,962.6
15.401,962.84
15.451,963.09
15.501,963.33
15.551,963.58
15.601,963.84
15.651,964.09
15.701,964.35
15.751,964.61
15.801,964.87
15.851,965.13
15.901,965.4
15.951,965.67
16.001,965.94
16.051,966.22
16.101,966.49
16.151,966.77
16.201,967.05
16.251,967.34
16.301,967.63
16.351,967.91
16.401,968.21
16.451,968.5
16.501,968.8
16.551,969.1
16.601,969.4
16.651,969.7
16.701,970.01
16.751,970.32
16.801,970.63
16.851,970.94
16.901,971.26
16.951,971.58
17.001,971.9
17.051,972.23
17.101,972.55
17.151,972.88
17.201,973.21
17.251,973.55
17.301,973.88
17.351,974.22
17.401,974.56
17.451,974.9
17.501,975.25
17.551,975.59
17.601,975.94
17.651,976.3
17.701,976.65
17.751,977.01
17.801,977.37
17.851,977.73
17.901,978.09
17.951,978.46
18.001,978.83
18.051,979.2
18.101,979.57
18.151,979.95
18.201,980.32
18.251,980.7
18.301,981.09
18.351,981.47
18.401,981.86
18.451,982.25
18.501,982.64
18.551,983.03
18.601,983.42
18.651,983.82
18.701,984.22
18.751,984.62
18.801,985.03
18.851,985.43
18.901,985.84
18.951,986.25
19.001,986.67
19.051,987.08
19.101,987.5
19.151,987.92
19.201,988.34
19.251,988.76
19.301,989.19
19.351,989.62
19.401,990.05
19.451,990.48
19.501,990.91
19.551,991.35
19.601,991.79
19.651,992.23
19.701,992.67
19.751,993.12
19.801,993.56
19.851,994.01
19.901,994.46
19.951,994.91
20.001,995.37
20.051,995.83
20.101,996.28
20.151,996.75
20.201,997.21
20.251,997.67
20.301,998.14
20.351,998.61
20.401,999.08
20.451,999.55
20.501,1e3
20.551,1000.5
20.601,1001
20.651,1001.5
20.701,1001.9
20.751,1002.4
20.801,1002.9
20.851,1003.4
20.901,1003.9
20.951,1004.4
21.001,1004.9
21.051,1005.4
21.101,1005.9
21.151,1006.4
21.201,1006.9
21.251,1007.4
21.301,1007.9
21.351,1008.4
21.401,1008.9
21.451,1009.4
21.501,1009.9
21.551,1010.4
21.601,1010.9
21.651,1011.5
21.701,1012
