1768, 133560, 18459, -1004, 720, 15628, -705, -280, -448,
1790, 133520, 18374, -604, 608, 15336, -685, -169, -495,
1813, 133528, 18395, -592, 476, 15148, -568, -18, -528,
1835, 133440, 18227, -652, 352, 14856, -416, -40, -435,
1861, 133480, 18311, -156, -4, 14568, -223, -233, -224,
1883, 133472, 18290, -420, 100, 14820, -71, -325, -115,
1905, 133568, 18480, -808, 300, 15360, -28, -313, -185,
1927, 133576, 18501, -928, 320, 15148, -44, -245, -334,
1948, 133528, 18395, -740, 300, 14976, 30, -65, -490,
1971, 133480, 18311, -728, 124, 15184, 90, 14, -600,
1992, 133616, 18587, -572, 236, 15204, 168, 151, -593,
2015, 133568, 18480, -660, 264, 15352, 102, 197, -579,
2036, 133528, 18395, -524, 188, 15212, 36, 146, -588,
2063, 133592, 18523, -312, 216, 15156, 42, 68, -497,
2084, 133544, 18437, -320, 244, 14940, 18, 39, -388,
2106, 133480, 18311, -552, 320, 15308, -47, -45, -368,
2128, 133536, 18416, -224, 376, 15132, -159, -86, -401,
2150, 133608, 18565, -508, 260, 15568, -291, -158, -396,
2172, 133568, 18480, -364, 176, 15388, -406, -94, -394,
2194, 133528, 18395, -396, 160, 14900, -398, 1, -398,
2216, 133456, 18248, -456, 232, 14812, -298, 15, -416,
2238, 133600, 18544, -620, 196, 14996, -158, 127, -456,
2260, 133656, 18673, -688, 44, 15292, -176, 164, -514,
2286, 133616, 18587, -784, 156, 15136, -195, 92, -575,
2309, 133496, 18332, -652, 156, 14748, -79, 57, -655,
2330, 133456, 18248, -540, 96, 14672, 21, 50, -679,
2352, 133512, 18374, -628, 200, 15156, 49, 60, -725,
2374, 133568, 18480, -772, 164, 15112, -13, 42, -822,
2396, 133584, 18523, -752, 132, 15328, -27, 8, -935,
2418, 133520, 18374, -552, 24, 14972, -1, 45, -988,
2440, 133552, 18459, -276, -12, 15124, 24, 97, -940,
2461, 133440, 18227, -164, 24, 14956, 76, 49, -801,
2488, 133472, 18290, -408, 4, 15272, 127, 120, -615,
2509, 133568, 18480, -388, 160, 15224, 195, 87, -466,
2532, 133520, 18374, -408, 160, 15052, 273, 97, -286,
2553, 133536, 18416, -432, 212, 15248, 319, 83, -241,
2576, 133504, 18353, -708, 260, 15500, 214, 94, -279,
2597, 133440, 18227, -584, 284, 15472, 117, 81, -352,
2619, 133480, 18311, -408, 280, 15096, 180, 132, -343,
2641, 133496, 18332, -596, 256, 15192, 229, 116, -332,
2663, 133456, 18248, -372, 320, 15176, 262, 4, -295,
2690, 133488, 18311, -124, 276, 15036, 289, -108, -196,
2711, 133512, 18374, -244, 356, 15364, 266, -38, -159,
2734, 133448, 18248, -272, 348, 15292, 315, 81, -167,
2755, 133488, 18311, -320, 444, 15388, 338, 147, -130,
2778, 133504, 18353, -116, 356, 15320, 281, 219, -50,
2799, 133456, 18248, -196, 336, 15408, 143, 237, -12,
2822, 133504, 18353, -184, 372, 15108, 38, 300, 17,
2843, 133456, 18248, -468, 316, 15264, 28, 431, 28,
2865, 133456, 18248, -368, 308, 15132, 46, 418, 67,
2887, 133464, 18269, -476, 348, 14892, 148, 526, 160,
2913, 133424, 18186, -532, 204, 15036, 201, 449, 169,
2935, 133512, 18374, -448, 196, 15212, 256, 437, 197,
2957, 133520, 18374, -500, 228, 15056, 303, 405, 176,
2978, 133456, 18248, -532, 364, 14800, 282, 277, 131,
3001, 133424, 18186, -532, 464, 15000, 298, 45, 67,
3022, 133440, 18227, -332, 384, 15264, 269, -43, -49,
3045, 133432, 18206, -516, 452, 15440, 138, -104, -90,
3066, 133448, 18248, -264, 440, 15444, 27, -147, -141,
3089, 133568, 18480, -284, 436, 15304, 53, -88, -108,
3115, 133472, 18290, -280, 412, 15352, 124, -1, -66,
3137, 133464, 18269, -148, 248, 15160, 170, 23, 3,
3159, 133584, 18523, -200, 352, 15284, 148, 141, 99,
3180, 133568, 18480, -420, 348, 15212, 133, 143, 193,
3203, 133512, 18374, -420, 332, 15188, 144, 144, 248,
3224, 133408, 18165, -548, 436, 15220, 160, 165, 173,
3246, 133584, 18523, -256, 388, 14932, 201, 176, 152,
3268, 133640, 18630, -320, 416, 15088, 157, 165, 174,
3290, 133440, 18227, -412, 332, 15340, 55, 128, 178,
3316, 133544, 18437, -388, 316, 14980, -53, 116, 149,
3338, 133560, 18459, -544, 312, 15212, -65, 118, 115,
3360, 133528, 18395, -596, 500, 14992, -31, 66, 23,
3382, 133512, 18374, -336, 200, 14736, 11, 94, -45,
3403, 133440, 18227, -324, 160, 15132, 5, 182, -87,
3426, 133504, 18353, -196, 280, 15028, -60, 202, -106,
3447, 133496, 18332, -204, 108, 15204, -28, 317, -106,
3470, 133552, 18459, -368, 212, 15120, 7, 399, -103,
3491, 133512, 18374, -240, 216, 14824, 104, 528, -89,
3513, 133560, 18459, -324, 284, 14940, 256, 668, -75,
3539, 133480, 18311, -476, 340, 15252, 315, 850, -48,
3562, 133536, 18416, -740, 436, 15188, 295, 745, -72,
3584, 133528, 18395, -456, 340, 15060, 283, 732, -125,
3605, 133464, 18269, -412, 344, 15160, 301, 796, -113,
3628, 133448, 18248, -700, 460, 15072, 280, 738, -158,
3649, 133416, 18165, -676, 484, 15152, 210, 440, -193,
3672, 133488, 18311, -632, 548, 15060, 234, 219, -216,
3693, 133600, 18544, -652, 484, 15268, 210, 195, -254,
3716, 133624, 18608, -592, 488, 15544, 22, 130, -296,
3741, 133536, 18416, -472, 404, 15624, -68, 146, -286,
3764, 133608, 18565, -672, 600, 15484, -101, 106, -298,
3785, 133536, 18416, -732, 400, 15220, -76, 47, -362,
3808, 133512, 18374, -572, 316, 15052, -29, -53, -435,
3829, 133504, 18353, -408, 276, 15304, 57, -90, -428,
3852, 133560, 18459, -652, 420, 15336, 118, -39, -453,
3873, 133576, 18501, -480, 252, 14980, 180, -100, -447,
3895, 133568, 18480, -548, 364, 15200, 285, -165, -391,
3917, 133472, 18290, -536, 584, 15192, 313, -113, -368,
3944, 133560, 18459, -544, 424, 15312, 190, -73, -388,
3965, 133512, 18374, -520, 364, 15284, 88, 2, -349,
3987, 133552, 18459, -356, 340, 14968, 94, 109, -310,
4009, 133576, 18501, -336, 476, 15064, 55, 192, -235,
4031, 133504, 18353, -448, 568, 15476, -44, 162, -238,
4054, 133488, 18311, -476, 456, 15336, -142, 157, -271,
4075, 133664, 18673, -348, 528, 14996, -196, 24, -335,
4098, 133568, 18480, -212, 608, 14872, -140, 93, -327,
4119, 133560, 18459, -456, 656, 15064, -33, 78, -395,
4146, 133520, 18374, -556, 580, 15052, 66, 67, -471,
4167, 133520, 18374, -584, 508, 15256, 112, 63, -460,
4190, 133560, 18459, -284, 528, 15304, 112, 198, -401,
4211, 133576, 18501, -504, 620, 15416, 66, 314, -394,
4233, 133488, 18311, -312, 460, 14972, 106, 409, -300,
4255, 133616, 18587, -420, 544, 15008, 186, 445, -223,
4277, 133496, 18332, -364, 572, 14940, 176, 403, -171,
4299, 133496, 18332, -520, 684, 15012, 184, 361, -226,
4321, 133544, 18437, -572, 556, 15424, 81, 335, -279,
4343, 133472, 18290, -560, 652, 15212, 42, 397, -313,
4369, 133488, 18311, -684, 684, 15276, 45, 309, -304,
4391, 133456, 18248, -644, 600, 15068, 82, 230, -329,
4413, 133568, 18480, -620, 572, 14944, 100, 211, -301,
4435, 133536, 18416, -424, 584, 14932, 87, 163, -318,
4457, 133528, 18395, -680, 664, 15380, 56, 208, -336,
4478, 133480, 18311, -660, 468, 15388, -25, 225, -370,
4501, 133544, 18437, -488, 484, 15328, -89, 301, -347,
4523, 133544, 18437, -580, 612, 15516, -147, 440, -402,
4545, 133488, 18311, -500, 548, 14920, -196, 444, -406,
4572, 133472, 18290, -560, 548, 15160, -154, 335, -377,
4593, 133512, 18374, -192, 408, 14796, -122, 186, -308,
4616, 133504, 18353, -400, 428, 15360, 14, 230, -216,
4637, 133544, 18437, -552, 472, 15580, -47, 186, -156,
4659, 133584, 18523, -516, 480, 15516, -155, 175, -152,
4681, 133536, 18416, -476, 628, 15292, -133, 272, -203,
4703, 133496, 18332, -504, 492, 14964, -89, 273, -269,
4725, 133568, 18480, -404, 340, 15156, 35, 312, -272,
4747, 133464, 18269, -544, 348, 15192, 83, 249, -302,
4773, 133488, 18311, -388, 392, 15036, 103, 139, -331,
4795, 133536, 18416, -404, 352, 15084, 221, 124, -314,
4817, 133520, 18374, -536, 380, 15464, 211, 74, -350,
4839, 133480, 18311, -520, 400, 15340, 197, 147, -396,
4861, 133528, 18395, -512, 424, 15180, 155, 94, -424,
4883, 133552, 18459, -372, 396, 15140, 77, -8, -460,
4904, 133528, 18395, -456, 400, 15200, 66, 3, -444,
4927, 133600, 18544, -420, 364, 15356, -34, 25, -398,
4948, 133528, 18395, -292, 332, 15396, -78, 172, -302,
4975, 133536, 18416, -428, 344, 15096, -93, 190, -153,
4997, 133480, 18311, -640, 396, 14984, -110, 106, -135,
5019, 133536, 18416, -724, 472, 15104, -148, 84, -258,
5041, 133544, 18437, -576, 312, 14880, -55, 49, -384,
5063, 133472, 18290, -496, 324, 14940, 8, 51, -399,
5085, 133544, 18437, -556, 268, 15348, 27, 59, -390,
5106, 133528, 18395, -508, 396, 15148, 56, 103, -372,
5129, 133576, 18501, -460, 388, 14928, 97, 178, -350,
5150, 133528, 18395, -456, 496, 15232, 143, 203, -343,
5177, 133520, 18374, -692, 540, 15588, 76, 256, -414,
5198, 133512, 18374, -676, 580, 15432, -91, 149, -547,
5221, 133584, 18523, -496, 480, 15284, -116, 100, -581,
5242, 133536, 18416, -564, 364, 15212, -149, 49, -604,
5264, 133552, 18459, -540, 436, 15164, -134, -25, -572,
5286, 133536, 18416, -412, 304, 15188, -109, -170, -522,
5309, 133568, 18480, -280, 292, 15156, -38, -228, -482,
5330, 133536, 18416, -356, 232, 15088, 51, -213, -427,
5352, 133560, 18459, -524, 272, 15196, 61, -225, -437,
5379, 133536, 18416, -496, 340, 14868, 102, -127, -543,
5400, 133568, 18480, -272, 176, 15160, 259, 180, -604,
5423, 133448, 18248, -392, 244, 15212, 293, 274, -729,
5444, 133480, 18311, -880, 600, 15000, 398, 326, -948,
5467, 133552, 18459, -512, 540, 14652, 473, 345, -1253,
5488, 133496, 18332, -492, 420, 15328, 411, 576, -1537,
5511, 133576, 18501, -700, 792, 15048, 273, 552, -1865,
5532, 133536, 18416, -840, 1204, 15452, -24, 373, -2253,
5555, 133568, 18480, -448, 820, 15024, -248, 64, -2528,
5581, 133584, 18523, 56, 340, 15072, -758, -267, -2406,
5603, 133576, 18501, -160, 528, 15536, -1162, -350, -2192,
5625, 133464, 18269, -324, 372, 15148, -1563, -423, -2142,
5647, 133544, 18437, -236, 420, 15436, -1854, -463, -2037,
5669, 133528, 18395, -476, 392, 15312, -1837, -368, -1989,
5691, 133544, 18437, -692, 720, 15336, -1585, -140, -2084,
5713, 133584, 18523, -372, -92, 14960, -1282, 5, -2014,
5735, 133448, 18248, 84, -364, 14612, -897, -6, -1678,
5757, 133512, 18374, 564, -604, 14756, -192, 454, -1191,
5784, 133464, 18269, 248, -836, 15016, 541, 873, -435,
5806, 133520, 18374, -632, -212, 14400, 826, 328, -53,
5828, 133552, 18459, -568, 184, 14668, 1386, -104, -134,
5850, 133552, 18459, -224, 480, 15676, 1771, 154, -319,
5872, 133416, 18165, -280, 104, 15540, 1346, -35, -629,
5894, 133464, 18269, 92, -168, 16084, 830, -24, -748,
5916, 133536, 18416, 0, 152, 15288, 655, -191, -584,
5938, 133560, 18459, 8, 180, 16208, 621, -53, -519,
5959, 133448, 18248, 164, 48, 15056, 737, 341, -438,
5986, 133544, 18437, 12, 40, 15204, 650, 454, -168,
6007, 133536, 18416, -484, 504, 15444, 433, 485, 6,
6030, 133568, 18480, -636, 520, 15276, 214, 427, 20,
6051, 133480, 18311, -300, 460, 14864, 92, 490, -58,
6073, 133472, 18290, -312, 224, 15196, 40, 777, -243,
6095, 133440, 18227, -728, 408, 15264, -126, 532, -414,
6117, 133488, 18311, -920, 624, 15304, -204, -124, -736,
6139, 133392, 18123, -460, 412, 15080, 47, -125, -1021,
6161, 133472, 18290, -176, 8, 15372, 264, 251, -978,
6183, 133576, 18501, -612, 148, 15360, 427, 461, -890,
6209, 133456, 18248, -348, 424, 14548, 455, -26, -797,
6232, 133512, 18374, -208, 272, 14916, 588, -274, -653,
6253, 133464, 18269, -12, 144, 15112, 694, -73, -589,
6276, 133432, 18206, -344, 284, 15344, 550, -82, -533,
6297, 133448, 18248, -692, 420, 15704, 324, -108, -550,
6320, 133544, 18437, -712, 536, 15672, 62, -143, -604,
6341, 133528, 18395, -880, 724, 14904, -102, -158, -629,
6364, 133552, 18459, -88, 332, 14596, 23, -53, -598,
6385, 133432, 18206, 80, 124, 14904, 217, 272, -334,
6412, 133552, 18459, -376, 232, 15044, 261, 208, -157,
6433, 133472, 18290, -216, 476, 15612, 67, -86, -184,
6455, 133488, 18311, -148, 480, 15028, -3, 12, -341,
6477, 133464, 18269, 56, 500, 14816, 64, 233, -449,
6499, 133376, 18103, 216, 596, 14780, 134, 377, -497,
6520, 133512, 18374, -436, 800, 15216, 210, 278, -610,
6543, 133392, 18123, 36, 592, 14748, 194, -100, -636,
6564, 133488, 18311, 344, 428, 14464, 489, -182, -521,
6587, 133496, 18332, 156, 600, 14852, 802, 41, -335,
6612, 133448, 18248, -268, 784, 15168, 835, -30, -260,
6635, 133488, 18311, -272, 864, 15292, 741, 177, -323,
6657, 133384, 18103, -476, 996, 15700, 675, 629, -416,
6679, 133496, 18332, -436, 1000, 15516, 466, 958, -627,
6701, 133504, 18353, -396, 756, 15564, 326, 1508, -759,
6723, 133480, 18311, -468, 620, 15712, 229, 2091, -731,
6745, 133472, 18290, -260, 604, 15248, 132, 2360, -598,
6767, 133440, 18227, -464, 576, 15220, -5, 2244, -500,
6789, 133448, 18248, -436, 568, 14876, -6, 2044, -419,
6815, 133472, 18290, -700, 572, 14656, 129, 1847, -330,
6837, 133376, 18103, -1068, 704, 14952, 197, 1546, -296,
6859, 133480, 18311, -1464, 796, 15340, 313, 1252, -390,
6881, 133512, 18374, -1500, 668, 15452, 408, 931, -495,
6903, 133448, 18248, -1404, 780, 15708, 453, 472, -569,
6925, 133424, 18186, -760, 636, 15536, 580, -82, -386,
6947, 133480, 18311, -968, 848, 16076, 693, -353, -280,
6969, 133424, 18186, -840, 908, 16268, 733, -401, -144,
6991, 133456, 18248, -812, 1016, 16400, 643, -436, -3,
7018, 133376, 18103, -1076, 1196, 16928, 339, -518, -68,
7040, 133520, 18374, -656, 1184, 16492, 90, -481, -93,
7062, 133520, 18374, -128, 1032, 16052, 26, -422, -62,
7084, 133520, 18374, -332, 1008, 16032, -24, -228, -48,
7105, 133416, 18165, -476, 1060, 16452, -179, -136, -109,
7128, 133480, 18311, -688, 1012, 16148, -309, -81, -152,
7150, 133488, 18311, -872, 1116, 15848, -310, -41, -227,
7172, 133480, 18311, -772, 1040, 15872, -352, 50, -328,
7194, 133520, 18374, -708, 888, 15772, -258, 229, -393,
7220, 133416, 18165, -812, 768, 16040, -231, 452, -422,
7242, 133464, 18269, -1068, 812, 15984, -253, 465, -486,
7264, 133432, 18206, -796, 624, 15852, -196, 449, -499,
7286, 133456, 18248, -912, 780, 15920, -59, 514, -449,
7308, 133424, 18186, -724, 600, 15824, 63, 422, -370,
7330, 133496, 18332, -824, 664, 16476, 202, 496, -260,
7352, 133464, 18269, -836, 752, 16496, 257, 504, -250,
7374, 133448, 18248, -1068, 836, 16836, 170, 559, -314,
7396, 133448, 18248, -888, 804, 16520, 15, 374, -403,
7422, 133392, 18123, -864, 948, 16540, -3, 285, -411,
7444, 133432, 18206, -728, 912, 16636, -107, 220, -465,
7467, 133424, 18186, -676, 780, 16504, -155, 118, -429,
7488, 133448, 18248, -1088, 824, 16724, -229, -11, -490,
7511, 133456, 18248, -900, 752, 16144, -233, -484, -532,
7532, 133456, 18248, -664, 804, 16396, -91, -671, -494,
7555, 133480, 18311, -736, 792, 16708, -36, -577, -466,
7576, 133456, 18248, -484, 788, 16620, -162, -474, -380,
7599, 133424, 18186, -372, 784, 16488, -201, -358, -228,
7624, 133536, 18416, -616, 824, 16448, -269, -390, -175,
7647, 133560, 18459, -324, 744, 16108, -368, -507, -126,
7668, 133496, 18332, -468, 772, 15936, -503, -406, -128,
7691, 133368, 18082, -476, 836, 15472, -469, -399, -131,
7713, 133464, 18269, -484, 732, 15196, -253, -538, -102,
7735, 133400, 18144, -592, 720, 15128, -58, -804, -83,
7756, 133368, 18082, -596, 580, 15264, 28, -1017, -134,
7779, 133352, 18041, -540, 740, 15216, 164, -825, -155,
7800, 133448, 18248, -400, 644, 15040, 227, -728, -164,
7827, 133352, 18041, -284, 616, 15220, 265, -552, -134,
7849, 133408, 18165, -240, 592, 15100, 297, -275, -66,
7871, 133488, 18311, -148, 664, 14868, 276, -141, 27,
7894, 133360, 18062, -64, 532, 14892, 342, 124, 156,
7915, 133440, 18227, 16, 512, 14984, 304, 400, 193,
7937, 133344, 18021, -304, 740, 15116, 190, 539, 170,
7959, 133360, 18062, -132, 840, 15272, -6, 647, 44,
7981, 133304, 17959, -288, 856, 15124, -187, 731, -105,
8002, 133376, 18103, -380, 824, 14988, -229, 758, -237,
8029, 133320, 17980, -540, 792, 14916, -217, 689, -436,
8051, 133400, 18144, -476, 676, 15280, -268, 642, -532,
8073, 133368, 18082, -520, 696, 15212, -184, 616, -554,
8095, 133360, 18062, -348, 644, 15236, -118, 500, -503,
8117, 133432, 18206, -320, 576, 15496, -55, 449, -442,
8139, 133416, 18165, -264, 524, 15364, -62, 424, -447,
8161, 133352, 18041, -428, 616, 15592, -65, 353, -394,
8182, 133320, 17980, -392, 664, 15300, -121, 298, -318,
8205, 133400, 18144, -464, 516, 15444, -126, 230, -323,
8231, 133312, 17959, -592, 616, 15256, -121, -9, -329,
8253, 133448, 18248, -476, 604, 15032, -54, -46, -282,
8275, 133368, 18082, -492, 576, 15144, -17, -142, -229,
8297, 133400, 18144, -532, 616, 15212, 25, -196, -253,
8320, 133384, 18103, -656, 588, 15376, 27, -258, -296,
8341, 133424, 18186, -636, 564, 15472, 18, -241, -317,
8363, 133376, 18103, -308, 612, 15076, 27, -195, -305,
8385, 133280, 17898, -304, 612, 15052, 45, -20, -324,
8407, 133288, 17919, -232, 452, 14864, 85, -109, -333,
8429, 133320, 17980, -240, 564, 15124, 153, -206, -290,
8455, 133440, 18227, -124, 520, 15016, 184, -265, -383,
8477, 133288, 17919, -88, 528, 14928, 229, -180, -388,
8499, 133392, 18123, -108, 740, 15120, 235, -79, -386,
8521, 133264, 17878, -236, 792, 15304, 254, 56, -398,
8543, 133344, 18021, -260, 828, 15508, 115, 100, -451,
8564, 133352, 18041, -208, 860, 15504, -15, 256, -470,
8587, 133344, 18021, -236, 836, 15348, -181, 359, -496,
8608, 133376, 18103, -120, 732, 15092, -195, 391, -477,
8631, 133392, 18123, -176, 756, 15076, -214, 417, -437,
8656, 133376, 18103, -136, 624, 14904, -166, 312, -390,
8679, 133376, 18103, -200, 624, 15020, -116, 284, -384,
8700, 133240, 17817, -356, 656, 15236, -201, 162, -476,
8723, 133352, 18041, -324, 728, 15416, -164, 155, -466,
8744, 133376, 18103, -220, 676, 15084, -98, 158, -507,
8767, 133304, 17959, -168, 612, 15248, -109, 100, -514,
8788, 133280, 17898, -72, 524, 15024, -43, 15, -477,
8811, 133264, 17878, 16, 572, 15176, -57, -74, -364,
8833, 133320, 17980, -328, 680, 15472, -65, -12, -335,
8859, 133424, 18186, -120, 632, 15224, -71, 101, -345,
8881, 133288, 17919, 16, 508, 15376, -11, 101, -339,
8903, 133288, 17919, -120, 572, 15492, -91, 60, -326,
8925, 133224, 17797, -104, 440, 15192, -118, -29, -319,
8946, 133272, 17878, 4, 416, 15244, -105, -29, -329,
8969, 133240, 17817, 72, 280, 14948, 8, -49, -271,
8990, 133264, 17878, -92, 336, 15112, 143, -53, -200,
9012, 133424, 18186, -172, 408, 15084, 253, -60, -148,
9034, 133328, 18000, -136, 376, 15152, 377, 49, -124,
9061, 133344, 18021, -84, 552, 15392, 381, 144, -126,
9082, 133368, 18082, -372, 564, 15208, 307, 256, -185,
9105, 133368, 18082, -164, 472, 15164, 290, 303, -247,
9126, 133336, 18021, -180, 524, 14900, 247, 302, -286,
9148, 133336, 18021, -272, 560, 15188, 157, 265, -365,
9170, 133312, 17959, -236, 500, 15228, 35, 124, -417,
9192, 133360, 18062, -312, 580, 14908, -107, 94, -476,
9214, 133256, 17858, -324, 596, 15084, -201, 56, -518,
9236, 133272, 17878, -144, 628, 15124, -294, 119, -571,
9263, 133392, 18123, -100, 656, 15292, -394, 128, -637,
9284, 133288, 17919, -236, 472, 15292, -470, 202, -711,
9307, 133304, 17959, 72, 372, 14984, -477, 249, -655,
9328, 133328, 18000, 128, 532, 14924, -313, 368, -551,
9351, 133232, 17817, -44, 432, 14968, -176, 411, -473,
9372, 133264, 17878, -60, 368, 15132, -81, 440, -416,
9395, 133352, 18041, -256, 344, 15344, -49, 408, -427,
9416, 133240, 17817, -168, 472, 15264, 23, 411, -417,
9438, 133240, 17817, -260, 384, 15304, 14, 376, -467,
9464, 133232, 17817, -116, 400, 15288, -29, 401, -531,
9487, 133176, 17697, -208, 352, 15232, 33, 330, -549,
9508, 133160, 17677, -224, 444, 15216, 48, 97, -543,
9530, 133248, 17838, -88, 352, 15100, 129, -25, -529,
9552, 133280, 17898, -228, 484, 15112, 187, -106, -506,
9574, 133224, 17797, -116, 616, 15412, 179, -41, -476,
9596, 133280, 17898, -160, 556, 15456, 169, 20, -409,
9618, 133216, 17777, -148, 524, 15304, 133, 7, -369,
9639, 133208, 17757, -80, 480, 15276, 65, -93, -382,
9662, 133224, 17797, 8, 552, 15112, 68, -159, -378,
10061, 133296, 17939, 8, 532, 15104, 55, 238, -443,
10083, 133216, 17777, -52, 448, 15148, 21, 169, -458,
10105, 133296, 17939, -52, 524, 15208, 6, 254, -466,
10127, 133296, 17939, -24, 548, 15296, 0, 320, -480,
10149, 133160, 17677, -204, 576, 15272, -66, 261, -493,
10171, 133224, 17797, -72, 540, 15272, -103, 244, -543,
10193, 133096, 17539, -16, 476, 15292, -107, 306, -533,
10215, 133128, 17598, -120, 472, 15204, -110, 354, -517,
10237, 133160, 17677, -136, 612, 15060, -97, 295, -504,
10263, 133224, 17797, -292, 540, 15404, -140, 158, -546,
10286, 133168, 17677, 144, 436, 15040, -105, 85, -580,
10307, 133184, 17717, -24, 516, 14880, -14, 16, -541,
10330, 133184, 17717, -168, 648, 15296, 19, -6, -513,
10351, 133232, 17817, -268, 656, 15300, 65, -49, -538,
10374, 133176, 17697, -96, 532, 15120, 76, -56, -529,
10395, 133192, 17737, -148, 584, 15300, 100, 27, -540,
10417, 133200, 17737, -76, 592, 15192, 44, 30, -611,
10439, 133192, 17737, -76, 544, 15348, -23, 92, -676,
